,rain,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,rain12,rain13,rain14,rain15,rain16,rain17,rain18,rain19,rain20,rain21,rain22
0,86.0,84.5,82.66666666666667,65.0,52.0,43.333333333333336,37.142857142857146,32.5,28.88888888888889,26.0,23.636363636363637,21.666666666666668,20.0,18.571428571428573,17.333333333333332,16.25,15.294117647058824,14.444444444444445,14.68421052631579,13.95,13.285714285714286,12.681818181818182,12.130434782608695
1,12.0,81.0,60.0,45.0,36.0,30.0,25.714285714285715,22.5,20.0,18.0,16.363636363636363,15.083333333333334,13.923076923076923,12.928571428571429,12.066666666666666,11.3125,10.647058823529411,10.055555555555555,9.526315789473685,9.05,8.619047619047619,8.590909090909092,8.217391304347826
2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.0,1.2,1.0909090909090908,1.0,0.9230769230769231,0.8571428571428571,0.8,0.75,0.7058823529411765,0.6666666666666666,0.631578947368421,0.6,0.5714285714285714,0.5454545454545454,0.5217391304347826
3,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.526315789473684,5.75,6.571428571428571,6.2727272727272725,6.086956521739131
4,1579.0,0.0,0.0,9.5,22.0,31.166666666666668,39.0,42.625,41.55555555555556,37.4,34.0,31.166666666666668,28.76923076923077,26.714285714285715,24.933333333333334,23.375,22.0,20.77777777777778,19.736842105263158,19.2,22.714285714285715,24.363636363636363,25.608695652173914
5,1233.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.25,8.777777777777779,24.3,27.636363636363637,31.166666666666668,40.23076923076923,37.57142857142857,35.06666666666667,33.4375,31.764705882352942,30.0,28.42105263157895,27.0,25.714285714285715,25.045454545454547,24.043478260869566
6,1075.0,0.0,0.0,0.0,0.4,0.3333333333333333,6.714285714285714,9.75,17.77777777777778,22.5,49.36363636363637,46.583333333333336,43.15384615384615,46.42857142857143,45.8,42.9375,40.411764705882355,38.166666666666664,36.1578947368421,34.35,32.714285714285715,31.227272727272727,29.869565217391305
7,1220.0,0.0,0.0,0.0,6.6,12.0,10.285714285714286,9.0,16.88888888888889,36.1,32.81818181818182,31.916666666666668,32.76923076923077,30.428571428571427,28.4,26.625,25.058823529411764,23.666666666666668,22.42105263157895,21.3,20.285714285714285,19.363636363636363,18.52173913043478
8,571.0,25.5,18.333333333333332,13.75,11.0,9.166666666666666,7.857142857142857,6.875,6.111111111111111,5.5,5.0,4.583333333333333,6.6923076923076925,9.928571428571429,20.4,33.875,38.8235294117647,41.166666666666664,48.94736842105263,55.9,58.523809523809526,56.36363636363637,53.91304347826087
9,109.0,0.0,0.0,0.0,0.0,1.0,3.857142857142857,12.375,31.444444444444443,52.2,52.81818181818182,65.75,78.61538461538461,89.14285714285714,89.0,83.4375,78.52941176470588,74.16666666666667,70.26315789473684,66.75,63.57142857142857,60.68181818181818,58.04347826086956
10,580.0,0.0,3.3333333333333335,21.75,38.6,59.5,82.0,77.625,80.77777777777777,81.7,90.18181818181819,91.66666666666667,93.07692307692308,86.42857142857143,81.33333333333333,76.25,71.76470588235294,67.77777777777777,64.21052631578948,61.0,58.095238095238095,55.45454545454545,53.130434782608695
11,1148.0,111.0,174.0,141.0,134.0,125.0,145.28571428571428,163.625,148.88888888888889,143.7,132.0909090909091,121.91666666666667,112.6923076923077,105.85714285714286,99.33333333333333,93.125,87.6470588235294,82.77777777777777,78.42105263157895,75.35,71.80952380952381,68.5909090909091,68.08695652173913
12,208.0,30.0,21.0,15.75,12.6,10.5,9.0,7.875,7.0,6.3,5.7272727272727275,5.25,4.846153846153846,4.5,4.2,3.9375,3.7058823529411766,3.5,3.3157894736842106,3.15,3.0,3.6818181818181817,8.478260869565217
13,98.0,0.0,0.0,0.0,0.0,0.0,2.0,1.75,1.5555555555555556,2.8,2.5454545454545454,4.666666666666667,4.3076923076923075,4.0,3.7333333333333334,3.5,3.2941176470588234,3.111111111111111,2.9473684210526314,2.8,2.6666666666666665,2.5454545454545454,2.4347826086956523
14,109.0,10.0,6.666666666666667,6.25,7.0,5.833333333333333,5.0,4.375,7.777777777777778,12.0,10.909090909090908,10.0,9.23076923076923,8.571428571428571,8.266666666666667,8.75,8.235294117647058,7.777777777777778,7.368421052631579,7.0,6.666666666666667,6.363636363636363,6.086956521739131
15,13.0,0.0,0.0,1.25,2.0,1.6666666666666667,1.4285714285714286,1.25,1.1111111111111112,1.0,0.9090909090909091,0.8333333333333334,0.7692307692307693,0.7142857142857143,0.6666666666666666,0.625,0.5882352941176471,0.6666666666666666,0.6842105263157895,0.65,0.6190476190476191,0.5909090909090909,0.5652173913043478
16,66.0,0.0,0.0,1.75,1.4,1.1666666666666667,1.0,0.875,0.7777777777777778,0.7,0.6363636363636364,0.5833333333333334,0.5384615384615384,0.5,0.4666666666666667,2.0,3.235294117647059,3.6666666666666665,3.473684210526316,3.3,3.142857142857143,3.0,2.869565217391304
17,1821.0,39.5,26.333333333333332,19.75,15.8,13.166666666666666,11.285714285714286,9.875,8.777777777777779,7.9,7.181818181818182,6.583333333333333,6.076923076923077,5.642857142857143,5.266666666666667,5.1875,7.235294117647059,6.833333333333333,6.473684210526316,6.15,5.857142857142857,5.590909090909091,5.3478260869565215
18,2007.0,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.09090909090909091,0.08333333333333333,0.07692307692307693,0.07142857142857142,0.06666666666666667,0.0625,0.058823529411764705,2.3333333333333335,15.105263157894736,28.45,38.904761904761905,45.5,48.130434782608695
19,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.411764705882353,15.88888888888889,29.894736842105264,40.8,47.61904761904762,50.27272727272727,80.43478260869566
20,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,16.176470588235293,31.555555555555557,41.26315789473684,50.4,58.38095238095238,89.81818181818181,88.73913043478261
21,2211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9375,16.352941176470587,32.0,43.10526315789474,50.35,55.04761904761905,91.0909090909091,96.0
22,1205.0,2.5,1.6666666666666667,1.25,1.0,0.8333333333333334,0.7142857142857143,0.625,0.5555555555555556,0.5,0.45454545454545453,0.4166666666666667,0.38461538461538464,0.35714285714285715,0.3333333333333333,0.3125,0.29411764705882354,0.3888888888888889,10.052631578947368,16.15,19.666666666666668,20.863636363636363,48.608695652173914
23,1923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,11.294117647058824,27.5,36.578947368421055,45.6,47.285714285714285,76.9090909090909,83.47826086956522
