rain,radarX,radarY,date,text,latlon,tiffile,labels
466.0,328.0,387.0,20100930,@Agatkaaah okaaay (: eey en binnenkort ga ik ook weer een feestje geven. :)) hopelijk zonder overstroming deze keer xd,"(52.47452569, 4.64945268)",ahn2_5_25an1.tif,1
732.0,466.0,275.0,20101020,@AtleticoBigL Well René: we also have rain. It was just in the news here that Bangkok tomorrow will have some wateroverlast,"(53.32110595, 6.78253489)",ahn2_5_07ez2.tif,1
662.0,331.0,464.0,20101023,@jeaninevdbulk owhjee! Hooguit wat waterschade dan toch?,"(51.81668, 4.6070806)",ahn2_5_38cz1.tif,1
107.0,415.0,370.0,20101030,PRIO 2 Wateroverlast : : Oostzeestraat : 31 8262ES Kampen 1430,"(52.5581406, 5.9063311)",ahn2_5_21dn1.tif,1
245.0,441.0,417.0,20101031,PRIO 2 Wateroverlast : : Weerdslag : 193 7206BZ Zutphen 8231,"(52.1256054, 6.193674)",ahn2_5_33hn1.tif,1
2037.0,308.0,441.0,20101107,http://twitpic.com/34sflg overstroming in de trein okeeeeee,"(52.029119, 4.3191103)",ahn2_5_37en1.tif,1
1926.0,322.0,498.0,20101113,Brandweer gepaste spoed naar Wouwseweg in #roosendaal voor #wateroverlast http://alarmer.in/g/5645732,"(51.531849, 4.444306)",ahn2_5_49en2.tif,1
138.0,337.0,436.0,20101113,Ik zie overal wateroverlast. Hier geen druppel gevallen... Droog @Reeuwijk. Ik vrees voor morgen.,"(52.04874329, 4.72430776)",ahn2_5_31cz2.tif,1
1753.0,351.0,484.0,20101113,Brandweer gepaste spoed naar Paterserf in #oosterhout voor #wateroverlast http://alarmer.in/g/5646171,"(51.6287759, 4.8565074)",ahn2_5_44dz2.tif,1
2364.0,405.0,477.0,20101113,Wateroverlast door infiltratiebestrating in gemeente uden - http://moby.to/f0l7ww,"(51.647127, 5.616036)",ahn2_5_45hn1.tif,1
5068.0,428.0,541.0,20101113,Brandweer naar Oud Roosteren in #roosteren voor #wateroverlast http://alarmer.in/g/5646919,"(51.0812728, 5.8321257)",ahn2_5_68bz2.tif,1
5068.0,428.0,541.0,20101113,Brandweer naar Oud Roosteren in #roosteren voor #wateroverlast http://alarmer.in/g/5646853,"(51.0812728, 5.8321257)",ahn2_5_68bz2.tif,1
6218.0,428.0,551.0,20101113,"Weilanden onder water langs de Mauritsweg thv Hornbach #046
#wateroverlast","(50.99201422, 5.82529383)",ahn2_5_68dn2.tif,1
6327.0,428.0,552.0,20101113,De Egelantier staat volledig onder water... #046 #wateroverlast http://moby.to/geepvb,"(50.98530802, 5.82594877)",ahn2_5_68dn2.tif,1
6438.0,428.0,553.0,20101113,#wateroverlast *gaspedaal iets dieper intrapt* - http://moby.to/4dlyba,"(50.97633, 5.822123)",ahn2_5_68dn2.tif,1
5836.0,429.0,549.0,20101113,De zandzakken liggen al klaar... #wateroverlast #Baarlo,"(51.01268095, 5.83776371)",ahn2_5_68dn2.tif,1
5763.0,430.0,549.0,20101113,"“@Ploes: krijg bijna zin om in de plassen te gaan springen #regen #wateroverlast”

Ik wil meeeeeeeej!! *laarzen aantrekt*","(51.01046282, 5.84805262)",ahn2_5_68dn2.tif,1
5763.0,430.0,549.0,20101113,"@Sjra1978 Ja, dat wel.. Maar toch, het idee ....... #wateroverlast","(51.01046282, 5.84805262)",ahn2_5_68dn2.tif,1
5763.0,430.0,549.0,20101113,"Ik ga de roeiboot alvast opblazen... De #Maas stijgt behoorlijk, ze gaan het calamiteitenplan al erbij halen... #wateroverlast","(51.01046282, 5.84805262)",ahn2_5_68dn2.tif,1
5763.0,430.0,549.0,20101113,"@KittyKamp2 Herkenbaar ...... Ook hier diverse straten blank, en weilanden zijn meren geworden... #wateroverlast","(51.01421904, 5.84868955)",ahn2_5_68dn2.tif,1
5914.0,433.0,550.0,20101113,"@Arvid kwam met de auto langs t zwembad, de beek ernaast staat nu op straathoogte, nolenslaan afgesloten wateroverlast :( niet goed!","(50.99971287, 5.89849022)",ahn2_5_68gn1.tif,1
4962.0,435.0,540.0,20101113,Brandweer naar Pepinusbrug in #echt voor #wateroverlast http://alarmer.in/g/5645676,"(51.08464, 5.92871)",ahn2_5_68en1.tif,1
5362.0,435.0,572.0,20101113,@Sjra1978 ja hoor net terug op de kazerne. #wateroverlast,"(50.81149935, 5.88983058)",ahn2_5_69ez1.tif,1
6631.0,446.0,559.0,20101113,Wateroverlast in een bejaardenhuis in Schinnen??? Amstenrade hoort bij gemeente Schinnen... Overlast bij mij op het werk?,"(50.9107634, 6.0503395)",ahn2_5_69fn1.tif,1
6631.0,446.0,559.0,20101113,"O ja, en zo natuurlijk ff Hart van Nederland kijken naar de wateroverlast hier...","(50.9107634, 6.0503395)",ahn2_5_69fn1.tif,1
5401.0,448.0,564.0,20101113,"Humor? RT @VeoliaLimburgOV ""Op dit moment rijden er geen treinen tussen Landgraaf en Heerlen ivm wateroverlast. Bussen zijn besteld""","(50.868407, 6.075193)",ahn2_5_69fn1.tif,1
6015.0,449.0,505.0,20101113,"Oké had ik al gezegd dat ik vandaag ook nog voor SBS6 had gedraaid! NOS, L1, RTL en SBS6 wateroverlast Baolder... Op 1 dag nieuw record!?","(51.36920142, 6.16744977)",ahn2_5_52gz2.tif,1
6015.0,449.0,505.0,20101113,"Rare dag vandaag wel weer leuk! Via Track'88 gedraaid in Baarlo! Voor de NOS, RTL en L1 wateroverlast...","(51.36934621, 6.16759266)",ahn2_5_52gz2.tif,1
925.0,312.0,444.0,20101114,Brandweer gepaste spoed naar Leeghwaterstraat in #delft voor #wateroverlast http://alarmer.in/g/5648559,"(51.9990917, 4.3704305)",ahn2_5_37en2.tif,1
849.0,317.0,442.0,20101114,Brandweer gepaste spoed naar Wilhelminasingel in #pijnacker voor #wateroverlast http://alarmer.in/g/5649391,"(52.0166667, 4.4333333)",ahn2_5_37en2.tif,1
694.0,318.0,499.0,20101114,Brandweer gepaste spoed naar Spellestraat in #wouw voor #wateroverlast http://alarmer.in/g/5650352,"(51.5266141, 4.3940386)",ahn2_5_49ez2.tif,1
1863.0,321.0,400.0,20101114,Brandweer gepaste spoed naar Hogeweg in #zandvoort voor #wateroverlast http://alarmer.in/g/5653266,"(52.3710973, 4.5315193)",ahn2_5_24hn2.tif,1
725.0,389.0,518.0,20101114,Brandweer gepaste spoed naar Breerijt in #bergeijk voor #wateroverlast http://alarmer.in/g/5647896,"(51.3107621, 5.3389186)",ahn2_5_57bn1.tif,1
725.0,389.0,518.0,20101114,Brandweer zonder spoed naar Breerijt in #bergeijk voor #wateroverlast http://alarmer.in/g/5647654,"(51.3107621, 5.3389186)",ahn2_5_57bn1.tif,1
1215.0,416.0,349.0,20101114,Brandweer naar Baarlo in #baarlo voor #wateroverlast http://alarmer.in/g/5647669,"(52.73708, 5.94905)",ahn2_5_16dz1.tif,1
508.0,428.0,532.0,20101114,Brandweer naar Waterstraat in #thorn voor #wateroverlast http://alarmer.in/g/5647710,"(51.1579815, 5.8440014)",ahn2_5_58cz2.tif,1
571.0,429.0,549.0,20101114,"Waterpeil van de gracht om kasteel #Limbricht staat een halve meter hoger.. Niet fijn voor de vissen, als peil weer daalt.. #wateroverlast","(51.01520995, 5.83879008)",ahn2_5_68dn2.tif,1
504.0,434.0,551.0,20101114,Meer gewerkt dan weekend gehad. Vooral door wateroverlast. L1 laat indrukwekkende beelden zien. Toch nog tijd voor een film: The Road!,"(50.993362, 5.900615)",ahn2_5_68gn1.tif,1
504.0,434.0,551.0,20101114,"Wateroverlast bij #orbisMC is sinds vannacht onder controle.   
Dank aan de velen die er voor gezorgd hebben dat de zorg doorgang kon vinden","(50.993362, 5.900615)",ahn2_5_68gn1.tif,1
456.0,436.0,571.0,20101114,"Goedemorgen allemaal, net terug uit Geleen. #wateroverlast","(50.8156439, 5.90255814)",ahn2_5_69ez1.tif,1
47.0,309.0,455.0,20101119,Brandweer gepaste spoed naar Professor Rutgersstraat in #vlaardingen voor #wateroverlast http://alarmer.in/g/5685634,"(51.9082885, 4.3181977)",ahn2_5_37gn1.tif,1
40.0,325.0,409.0,20101119,Brandweer gepaste spoed naar Eikenlaan in #hillegom voor #wateroverlast http://alarmer.in/g/5686842,"(52.2948802, 4.5874547)",ahn2_5_25cz1.tif,1
2.0,372.0,405.0,20101122,Maar de waterschade gemeld. Kapotte afvoerslang van de vaatwasser.  http://yfrog.com/0whbwj,"(52.29211929, 5.24483511)",ahn2_5_26cz2.tif,1
113.0,400.0,296.0,20110201,Quote for today! #samen #team #water #werelds #vocht #druppel #nat #regen #overstroming  http://burstn.com/s/Huo,"(53.20963926, 5.79661045)",ahn2_5_06cz1.tif,1
1.0,471.0,413.0,20110408,PRIO 2 Wateroverlast : : Nieuwstraat : 39 7161DM Neede 9035,"(52.1322333, 6.6152497)",ahn2_5_34dn2.tif,1
166.0,475.0,299.0,20110411,Oefening wateroverlast in Veendam hunzelf en aa's http://t.co/wg7rkIS,"(53.1047218, 6.86492646)",ahn2_5_12fn1.tif,1
1.0,312.0,453.0,20110420,Sommige mensen zien de zon nooit schijnen “FNV: bouw moet wateroverlast op bouwplaats verminderen (Nieuws) http://t.co/pnBLCsX”,"(51.91970521, 4.34790968)",ahn2_5_37gn1.tif,1
1.0,424.0,410.0,20110424,PRIO 2 Wateroverlast : : Adelaarslaan : 225 7331GC Apeldoorn 7732,"(52.1997512, 5.9662547)",ahn2_5_33bz1.tif,1
538.0,489.0,402.0,20110427,@rhcpkt haha echt he hier schijnt de zon nu ook :) en heb nergens wateroverlast gezien :/ ik zag wel een foto van deppenbroek :0,"(52.208849, 6.880949)",ahn2_5_34fn2.tif,1
1.0,435.0,558.0,20110508,@Sannnne1994 sanee dat rotterdam als getroffen is door een overstroming hoef je mij niet te vertellen,"(50.92643621, 5.90277227)",ahn2_5_68gz1.tif,1
6.0,368.0,491.0,20110509,"Intermezzo inde fik.. Kei veel waterschade.. Het stroomt de zaak in, kelder is net titanic","(51.55891, 5.090905)",ahn2_5_50fn1.tif,1
43.0,367.0,492.0,20110510,PRIO 2 6733 SIMON STEVINSTRAAT 32 TILBURG WATEROVERLAST (INC: 08) #p2000 #watiserloos,"(51.5488544, 5.0756999)",ahn2_5_50fn1.tif,1
13.0,465.0,362.0,20110510,PRIO 2 Wateroverlast : : Kruserbrink : 137 7772XJ Hardenberg 2340,"(52.5781118, 6.6230578)",ahn2_5_22dn2.tif,1
445.0,424.0,362.0,20110511,PRIO 2 Wateroverlast : WZC IJsselheem Loc.De Meente OMS 700530 : Dorus Rijkersstraat : 2 8281DG Genemuiden 1832,"(52.6193473, 6.0416327)",ahn2_5_21bz2.tif,1
87.0,367.0,492.0,20110515,PRIO 2 6733 KORVELPLEIN 195 TILBURG WATEROVERLAST (INC: 04) #p2000 #watiserloos,"(51.5490978, 5.069145)",ahn2_5_50fn1.tif,1
244.0,366.0,489.0,20110517,PRIO 2 6735 STATENLAAN 191 TILBURG WATEROVERLAST (INC: 08) #p2000 #watiserloos,"(51.572857, 5.0533117)",ahn2_5_50fn1.tif,1
40.0,310.0,503.0,20110519,Aarde vergaat door overstroming? Koop boot en stop met zeike :),"(51.49694475, 4.27747933)",ahn2_5_49bz2.tif,1
2.0,311.0,503.0,20110521,Mensee! Wereld vergaat niet er kom overstroming #not er blijf zeker 2% leven op aarde wedde dat dat belgië is :@,"(51.49477589, 4.28692597)",ahn2_5_49bz2.tif,1
69.0,435.0,297.0,20110524,Groente wordt fors duurder doordat er weinig regen valt..kan gebeuren..koffie en chocola worden duurder wegen wateroverlast,"(53.161303, 6.288705)",ahn2_5_06hz2.tif,1
351.0,391.0,480.0,20110527,Goed plan “@ShortStayNL: i(tijdelijke) huisvesting  ivm #scheiding #verbouwing #brand-/waterschade #oplevering #nwe #woning @ShortStayNL”,"(51.63333022, 5.41130232)",ahn2_5_45dz2.tif,1
16.0,299.0,445.0,20110528,Prio 2 S-GRAVENZANDE (GZ) MERELLAAN 11 Wateroverlast buiten 6530: BRAN | Haaglanden | 1500517 BRW s-Gravenzande ... http://bit.ly/mMGHqB,"(52.0032118, 4.1762927)",ahn2_5_37bn1.tif,1
331.0,390.0,412.0,20110531,@JanWillemJ hoe; overstroming waar ; Amerika vorig jaar.,"(52.21270175, 5.4915215)",ahn2_5_32en1.tif,1
137.0,407.0,525.0,20110604,"Wtf volgens mijn weerapp valt er morgen (#zondag) 14,8mm water!! Dat zal dan toch echt #wateroverlast worden #geloofernogniksvan!","(51.236647, 5.569839)",ahn2_5_57gn2.tif,1
316.0,371.0,429.0,20110605,@RoyOnCarp Indrukwekkend. #wateroverlast,"(52.08454269, 5.20864294)",ahn2_5_32cz1.tif,1
1706.0,383.0,416.0,20110605,"Woo, helemaal een overstroming voor onze schuur","(52.191223, 5.39045057)",ahn2_5_32bz2.tif,1
1024.0,386.0,428.0,20110605,"Babe vrouw bij de doktor gezien , wateroverlast hier.","(52.07751687, 5.4170315)",ahn2_5_32dz2.tif,1
3275.0,390.0,411.0,20110605,#nijkerk #wateroverlast  http://t.co/d67kF3I http://t.co/SCFcOM7 http://t.co/B3WTnsI,"(52.22138458, 5.49394141)",ahn2_5_32en1.tif,1
2998.0,398.0,396.0,20110605,PRIO 2 Wateroverlast : : Drielandendreef thv bustunnel : Harderwijk 7232,"(52.34795, 5.62091)",ahn2_5_26hn1.tif,1
4027.0,398.0,405.0,20110605,PRIO 2 Wateroverlast : : Zuiderveldweg : 4 3881LJ Putten 7431,"(52.2733214, 5.6154142)",ahn2_5_26hz1.tif,1
3348.0,398.0,407.0,20110605,PRIO 2 Wateroverlast : Elim WoonZorgcentrum OMS 04022 : Engweg : 46 3882AL Putten 7431,"(52.2564348, 5.605134)",ahn2_5_32en2.tif,1
3101.0,398.0,409.0,20110605,PRIO 2 Wateroverlast : : Voorthuizerstraat - N303 : Putten 7441,"(52.2335046, 5.6087913)",ahn2_5_32fn1.tif,1
1050.0,399.0,297.0,20110605,Hier komt de waterschade,"(53.19760317, 5.78330516)",ahn2_5_06cz1.tif,1
2233.0,403.0,395.0,20110605,"Vanochtend dacht ik dat Hierden uit elkaar zou klappen, nu denk ik meer aan een overstroming","(52.34824186, 5.68943554)",ahn2_5_26hn2.tif,1
3006.0,419.0,420.0,20110605,PRIO 2 Wateroverlast : : Middenweg : Hoenderloo 7747,"(52.1190699, 5.8779312)",ahn2_5_33cn2.tif,1
3261.0,419.0,421.0,20110605,PRIO 2 Wateroverlast : : Plaggenstekersweg : 26 7351CC Hoenderloo 7747,"(52.1161861, 5.879848)",ahn2_5_33cn2.tif,1
971.0,422.0,408.0,20110605,PRIO 2 Wateroverlast : : Vonderlaan : 19 7313AG Apeldoorn 7732,"(52.2242558, 5.939322)",ahn2_5_33bn1.tif,1
272.0,422.0,572.0,20110605,@BuddyPupke dat ziet er niet best uit #waterschade :(  btw je site rspictures.nl is ook vastgelopen . #baaldag,"(50.82399739, 5.72049438)",ahn2_5_69az2.tif,1
809.0,423.0,380.0,20110605,"Slapen. Morgen eerste chase naar onweersbuien van het seizoen. Belooft vuurwerk te worden met pittige buien, hagel en lokaal wateroverlast.","(52.4639973, 5.99209755)",ahn2_5_27bn2.tif,1
801.0,428.0,409.0,20110605,PRIO 2 Wateroverlast : : Zutphensestraat - N345 : Apeldoorn 7731 (Soort voertuig: X),"(52.2070159, 6.0226199)",ahn2_5_33bn2.tif,1
639.0,450.0,435.0,20110605,"Ik lees: wateroverlast, wakker worden door onweer, tunnels onder water. In Doetinchem wonen heeft voordelen #nietaandehandhier","(51.96533179, 6.29390591)",ahn2_5_40fz2.tif,1
1389.0,477.0,296.0,20110605,Zo te zien op de radar worden dat veel meldingen wateroverlast.,"(53.133905, 6.89671)",ahn2_5_12fn2.tif,1
1352.0,484.0,394.0,20110605,Wateroverlast?? Enige overlast wat ik heb is slaapgebrek...gaap #brakezondag,"(52.28630385, 6.8341155)",ahn2_5_28hz1.tif,1
1005.0,281.0,527.0,20110606,Overstroming,"(51.302677, 3.853961)",ahn2_5_67ez2.tif,1
457.0,386.0,471.0,20110606,"Ook leuk, ben ik oefenleider moet ik de boel stilleggen wegens wateroverlast #verkeersongevalslachtofferverdronken.","(51.7101323, 5.36149865)",ahn2_5_45bz1.tif,1
342.0,427.0,388.0,20110606,Pand #heerde naast gelegen panden veel waterschade http://t.co/SM6TBKt,"(52.38601474, 6.04178198)",ahn2_5_27bz2.tif,1
1918.0,428.0,409.0,20110606,PRIO 2 Wateroverlast : : Overweg Zutphensestraat : Apeldoorn 7732,"(52.2070159, 6.0226199)",ahn2_5_33bn2.tif,1
5243.0,432.0,420.0,20110606,PRIO 2 Wateroverlast : : Werfakkerweg : 70 6961KH Eerbeek 8342,"(52.1120638, 6.0608278)",ahn2_5_33gn1.tif,1
1540.0,441.0,564.0,20110606,Wateroverlast in Heerlen! http://t.co/nGbiqSh,"(50.8775228, 5.9761536)",ahn2_5_69en2.tif,1
3091.0,443.0,413.0,20110606,PRIO 2 Wateroverlast : : Princehof : 1 7211ND Eefde 8231,"(52.1622544, 6.2248988)",ahn2_5_33fz1.tif,1
32.0,463.0,291.0,20110606,RT“@112regioflits: 112 Regio Flits: Veel wateroverlast in Stadskanaal centrum http://t.co/t8eNWta” - Dat was inderdaad even schrikken..,"(53.18534809, 6.70849835)",ahn2_5_07gz1.tif,1
959.0,468.0,382.0,20110606,Best nat RT @112Twente: Foto wateroverlast Boulevard 1945 kruising Hogelandsingel Enschede. http://ow.ly/1txJWM,"(52.40173, 6.628239)",ahn2_5_28bz2.tif,1
1187.0,432.0,550.0,20110607,#regen hier valt extreem veel #water uit de lucht #plensbui #wateroverlast #onweer  http://t.co/wL4lhhK,"(51.00075797, 5.88143178)",ahn2_5_68dn2.tif,1
199.0,460.0,357.0,20110610,Wateroverlast in de slaapkamer@Daniellekeizerr,"(52.6261567, 6.5500635)",ahn2_5_22bz1.tif,1
347.0,366.0,408.0,20110611,En even zwemmen met Milan. Hier geen wateroverlast :-) (@ Sportfondsenbad De Zandzee) http://4sq.com/jdE3la,"(52.2660043, 5.1566434)",ahn2_5_25hz2.tif,1
563.0,428.0,378.0,20110615,@JurriaanPruis prio 1 wateroverlast Geldersedijk Hattem (betreft: doorbraak dijk) Grip 3 6631 6641 1630 1631,"(52.47420906, 6.07176331)",ahn2_5_27en1.tif,1
2906.0,298.0,446.0,20110616,Prio 2 S-GRAVENZANDE (GZ) WOUTERSWEG 12 Wateroverlast 6530: BRAN | Haaglanden | 1500517 BRW s-Gravenzande ( Lich... http://bit.ly/kqyKcm,"(51.9895843, 4.1658426)",ahn2_5_37bn1.tif,1
3274.0,308.0,434.0,20110616,Buitje voor het stof zullen we maar zeggen #wateroverlast,"(52.0875432, 4.3222869)",ahn2_5_30gz1.tif,1
2492.0,352.0,462.0,20110616,@daankempeneers haha nee we hebben nog geen wateroverlast gehad hier..,"(51.813198, 4.8920139)",ahn2_5_38gz1.tif,1
2600.0,376.0,301.0,20110616,@Mivede huh... Waterschade? Vertel..,"(53.18271547, 5.44748008)",ahn2_5_05dz2.tif,1
3238.0,450.0,434.0,20110616,Waar vorig jaar loods Festival Doetinchem naast @PlutusDTC duizenden euro schade was zijn deuren nu wijd open? C.Missetstraat #wateroverlast,"(51.97592, 6.295852)",ahn2_5_40fz2.tif,1
3238.0,450.0,434.0,20110616,Straat staat blank? De tuin is nu modder overstroming poel? En ik kom later bij afspraken? Bedankt #wolkbreuk #doetinchem,"(51.97592, 6.295852)",ahn2_5_40fz2.tif,1
3070.0,450.0,435.0,20110616,PRIO 1 Wateroverlast : Veldhorst Sport en Lifestyle : C Missetstraat : 5 C 7005AA Doetinchem 8631,"(51.9616907, 6.2897854)",ahn2_5_40fz2.tif,1
2668.0,450.0,436.0,20110616,PRIO 2 Wateroverlast : Hanos : Wijnbergseweg : 37 7006AH Doetinchem 8632,"(51.9594148, 6.286495)",ahn2_5_40fz2.tif,1
2668.0,450.0,436.0,20110616,Overstroming bij station http://t.co/F2Ikhuz,"(51.957724, 6.29797219)",ahn2_5_40fz2.tif,1
2668.0,450.0,436.0,20110616,PRIO 2 Wateroverlast : Hanos : Wijnbergseweg : 37 7006AH Doetinchem 8631,"(51.9594148, 6.286495)",ahn2_5_40fz2.tif,1
1093.0,452.0,437.0,20110616,Gewoon op de #piezewiet gaan wonen! Niks geen wateroverlast! #4meterbovenhamburgerstraat,"(51.94821644, 6.31429716)",ahn2_5_40fz2.tif,1
2225.0,489.0,401.0,20110616,Poging #2 om de waterschade in mijn keuken weg te werken. Ditmaal pakken de bouwvakkers het wat grondiger aan. #allesmoeteraf,"(52.21812776, 6.89596164)",ahn2_5_34fn2.tif,1
41.0,400.0,396.0,20110621,"Waterschade. Onder druk handelen. Vloer eruit, ondervloer eruit, nieuwe er in. Vloer er weer in. Echt tevreden","(52.34250983, 5.64702281)",ahn2_5_26hn1.tif,1
286.0,368.0,489.0,20110624,PRIO 2 6733 GOIRKESTRAAT TILBURG WATEROVERLAST (INC: 01) #p2000 #watiserloos,"(51.5749461, 5.0820846)",ahn2_5_50fn1.tif,1
21.0,335.0,385.0,20110626,Gisteren een grammofoon met waterschade gekocht na de schoonmaak ziet er al weer aardig uit http://t.co/5l3n8u9,"(52.4898822, 4.7547774)",ahn2_5_19dz1.tif,1
10.0,259.0,511.0,20110627,"Wow noodweer morgenavond! Zware windstoten, wateroverlast en hagelstenen tot 4 cm! #rtlweer","(51.4567139, 3.5648058)",ahn2_5_65cz2.tif,1
2.0,308.0,435.0,20110627,Heerlijk dat tropische klimaat. Één nadeel: die melkkanaaltjes die wagenwijd open blijven staan door warmte #overstroming,"(52.07603283, 4.32458872)",ahn2_5_30gz1.tif,1
1.0,375.0,393.0,20110627,En een gevalletje waterschade in Nebraska kunnen we er nog wel bij hebben..... http://bit.ly/kvF6si,"(52.391738, 5.302771)",ahn2_5_26az2.tif,1
1270.0,314.0,444.0,20110628,@Mamadimick @thenozem wij hebben hier n kleine bui gehad en n paar klappen. Bericht uit Drunen van omgevallen lantaarnpaal en wateroverlast,"(52.00040689, 4.39846002)",ahn2_5_37en2.tif,1
1238.0,332.0,427.0,20110628,Ik hoop toch niet dat dit alle regen was. Anders ben ik voor niks alvast zandzakken aan het vullen... #wateroverlast #ikwoon1hoog,"(52.13001471, 4.66186173)",ahn2_5_31cn2.tif,1
899.0,345.0,392.0,20110628,"@Marvin_Droogsma ik reken erop dat het 15 minuten lang gaat over onweer, wateroverlast en statistieken (de natste file vd laatste 2,5 weken)","(52.42454624, 4.8830204)",ahn2_5_25ez1.tif,1
1511.0,363.0,489.0,20110628,Help!!!! Waar is de Ark?? #wateroverlast,"(51.57535659, 5.01860899)",ahn2_5_50en2.tif,1
2568.0,365.0,431.0,20110628,Zonder noemenswaardige waterschade in Tivoli De Helling belandt!,"(52.07678541, 5.12190571)",ahn2_5_31hz2.tif,1
2505.0,368.0,490.0,20110628,PRIO 2 6752 STEDEKESTRAAT 42 TILBURG WATEROVERLAST ( inc 6 ) #p2000 #watiserloos,"(51.5650996, 5.0802928)",ahn2_5_50fn1.tif,1
2401.0,398.0,502.0,20110628,Zwaar wateroverlast in Zaltbommel. Lief spoelt bijna haar huis uit.... #wateruitplafond #hosen,"(51.43508803, 5.47928023)",ahn2_5_51gn1.tif,1
1581.0,399.0,420.0,20110628,het lijkt erop dat #ede het erg zwaar te verduren heeft met #wateroverlast #p2000,"(52.13720254, 5.60648245)",ahn2_5_32hn1.tif,1
1934.0,405.0,431.0,20110628,veel tweets over wateroverlast en stroomstoringen in #ede. op de berg niks aan de hand momenteel. Sterkte voor de rest... #hoogendroog,"(52.0420993, 5.6800602)",ahn2_5_32hz2.tif,1
1944.0,419.0,420.0,20110628,"We zijn er klaar voor! 
#Wateroverlast / #stormschade
#brandweer #Hoenderloo  http://t.co/178omsF","(52.11992612, 5.87760036)",ahn2_5_33cn2.tif,1
1254.0,425.0,409.0,20110628,@amutah123 het gaat vanmiddag wel keihard regenen en hagelen zeggen ze... #wateroverlast enzo,"(52.21191463, 5.98934582)",ahn2_5_33bn2.tif,1
918.0,429.0,519.0,20110628,Hoezo #noodweer #hagel en #wateroverlast ??? Het enige dat we merken is wat moeizame #schotel #satelliet ontvangst maar nog geen drup #regen,"(51.266666, 5.876961)",ahn2_5_58az2.tif,1
60.0,383.0,483.0,20110629,"@incredible_mind lekkage in de woonkamer, via doucheputje overstroming van de hele badkamer, cv storing en 1 boomtop eraf, dus wel oke !","(51.61396164, 5.29526997)",ahn2_5_45cz2.tif,1
79.0,418.0,290.0,20110629,WATEROVERLAST!!!!! Grrrrrrrr,"(53.23930215, 6.05619585)",ahn2_5_06dn2.tif,1
21.0,437.0,557.0,20110629,#advocatenkamer Hof Den Bosch niet te gebruiken vanwege wateroverlast.,"(50.93267083, 5.93983769)",ahn2_5_68gz1.tif,1
451.0,369.0,492.0,20110706,PRIO 2 6733 HAG TILBURG GROENSTRAAT GROENSTRAAT 119 TILBURG WATEROVERLAST (INC: 04) #p2000 #watiserloos,"(51.547224, 5.097305)",ahn2_5_50fn1.tif,1
411.0,363.0,479.0,20110709,Overstroming bij AmbianZe. Alweer opgeruimd. Winkel kan open.  http://t.co/DOIrKTw,"(51.6605388, 5.0365021)",ahn2_5_44hn1.tif,1
106.0,401.0,353.0,20110709,Straks nog even wat eten dan dan lekker rustig avondje.. Valt vrij weinig te beleven thuis wegens overstroming van vorige week...,"(52.710282, 5.7247144)",ahn2_5_20fn2.tif,1
6.0,349.0,383.0,20110710,Dus geen rook- en waterschade?? RT @Lin2412: @MoveRmars yups...om een hele ruime hoek...,"(52.49551, 4.949199)",ahn2_5_19gz2.tif,1
7486.0,452.0,292.0,20110710,“@oogtv: #groningen Regenbui zorgt voor wateroverlast in Groningen-Zuid: http://t.co/DZOQgbY” Erg jammer van de geplande BBQ...,"(53.18848309, 6.5536669)",ahn2_5_07dz1.tif,1
4888.0,323.0,498.0,20110712,“@gerardekdom: Wat een graftakkenweer! Wateroverlast a gogo! #hollandsezomer”  http://t.co/mveJ6tr,"(51.5310341, 4.46528657)",ahn2_5_49fn1.tif,1
4056.0,337.0,491.0,20110712,"Alleen maar Storm en wateroverlast meldingen, tjeetje http://bit.ly/qp5i18","(51.57868789, 4.6538508)",ahn2_5_50an1.tif,1
4305.0,352.0,462.0,20110712,huh? In gorinchem mag de AutoLadder naar een wateroverlast... #waarisdatgoedvoor?,"(51.813198, 4.8920139)",ahn2_5_38gz1.tif,1
4305.0,352.0,462.0,20110712,@daankempeneers standaard wateroverlast geval. de 1075 kon gelijk door naar wat lekkende balkons ..,"(51.813198, 4.8920139)",ahn2_5_38gz1.tif,1
4305.0,352.0,462.0,20110712,Waarom gaat ook de ovd mee? #Wateroverlast,"(51.813198, 4.8920139)",ahn2_5_38gz1.tif,1
4305.0,352.0,462.0,20110712,"Stromschade, Wateroverlast, Wateroverlast, Stormschade.. Heel veel variatie in de meldingen op de monitor! #regen","(51.813198, 4.8920139)",ahn2_5_38gz1.tif,1
4918.0,359.0,459.0,20110712,Klopt helemaal! RT @mediatvnl: Het lijkt erop dat de #drechtsteden en #Gorinchem flink wat water te verduren krijgen #wateroverlast!,"(51.833059, 4.99978)",ahn2_5_38gz2.tif,1
3706.0,364.0,428.0,20110712,Buren even helpen met #wateroverlast. Straatkolk loopt niet door...,"(52.09737206, 5.10965347)",ahn2_5_31hn2.tif,1
1675.0,383.0,504.0,20110712,Bang voor overstroming #opnaardenieuwbouw http://t.co/epo1SME,"(51.432708, 5.27205895)",ahn2_5_51cn2.tif,1
436.0,396.0,269.0,20110712,Tegemoetkoming schade overstroming Maas van januari 2011 http://wp.me/pDxg-1Zk,"(53.444902, 5.772277)",ahn2_5_02cn1.tif,1
